"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"163","154942","A",5,3,5,5,5,1,5,3,1,1,1,1,7,3,1,5,1,1,4,6,1,5,1,1,5,1,2,4,1,4,6,6,5,5,5,7,3,4,7,7,2,7,4,4,2,5,4,7,5,5,7,5,7,7,5,7,6,6,7,6,4,5,3,5,5,1,5,5,1,2,6,1,7,3,1,6,5,1,5,3,4,6,1,1,5,1,4,5,3,3
"165","154945","A",2,1,5,1,6,1,4,3,1,2,1,1,3,7,2,7,2,1,2,7,1,1,1,1,1,1,2,1,2,1,4,6,5,6,4,7,3,5,5,4,2,7,3,4,3,3,5,7,5,1,5,6,6,6,6,5,5,6,6,5,3,1,3,1,3,1,5,4,2,5,3,1,3,4,1,6,2,1,5,3,4,1,1,1,1,1,4,1,1,1
"166","154946","A",5,1,5,5,5,1,2,2,1,1,1,1,7,2,1,5,1,1,2,7,1,1,1,1,2,1,1,1,1,2,3,7,2,5,5,6,5,5,7,7,4,7,3,3,5,4,7,7,5,1,7,7,5,7,5,7,6,7,7,6,4,1,3,5,4,1,5,4,3,4,4,1,6,2,1,6,2,2,4,3,3,1,1,1,1,1,2,1,1,1
"167","154947","A",7,1,7,1,7,1,7,1,1,1,1,1,1,3,1,7,1,1,4,7,1,1,1,1,1,1,1,1,1,1,1,7,1,7,2,7,4,6,7,7,1,7,7,2,7,1,7,7,6,1,7,7,7,7,7,7,7,7,7,7,4,2,4,1,6,1,4,2,1,1,1,1,4,4,1,7,6,7,2,1,1,1,1,1,1,1,4,1,7,1
"172","154952","A",5,1,4,1,5,1,6,4,1,1,4,1,7,5,1,4,1,4,3,6,1,3,1,1,1,6,1,5,5,3,5,7,6,7,6,6,4,6,7,7,1,7,4,1,4,4,7,7,6,1,7,7,5,7,5,6,7,7,6,4,1,1,1,1,3,1,7,7,7,7,7,1,5,6,1,7,6,1,4,1,7,4,1,1,1,1,5,1,1,1
"176","154957","A",5,1,5,1,7,1,6,2,2,1,1,1,2,7,1,7,1,1,2,7,1,5,1,1,5,5,1,7,4,3,3,6,4,7,2,5,2,5,6,6,3,6,5,2,3,3,7,6,5,1,6,3,3,5,3,3,6,2,4,3,3,2,4,2,6,1,5,4,3,2,4,1,2,6,1,6,2,2,3,3,3,5,1,1,2,3,2,4,3,2
"177","154959","A",3,3,4,4,4,2,3,3,4,4,3,2,7,5,2,4,1,2,3,6,4,3,6,5,5,5,2,5,6,5,2,5,2,4,1,6,5,5,4,4,1,6,2,2,2,1,5,4,5,1,4,4,3,4,3,2,5,4,3,2,3,1,3,3,4,2,4,4,4,3,4,2,5,3,2,6,3,3,4,3,4,4,2,3,2,2,4,3,3,2
"180","154964","A",5,3,3,6,4,2,7,5,5,2,2,1,7,3,1,4,2,1,4,7,2,3,1,1,3,2,3,1,2,5,3,5,4,2,2,7,3,4,3,4,2,6,2,2,4,3,4,6,4,2,4,2,5,2,3,4,5,2,7,2,3,3,3,4,3,2,5,6,4,3,3,2,6,2,2,5,5,3,5,4,4,3,1,3,2,2,4,2,5,2
"183","154972","A",3,6,5,3,4,6,5,4,6,5,5,5,6,5,4,4,5,3,3,5,2,6,4,4,4,6,4,6,6,5,6,5,3,5,4,3,5,4,5,3,6,5,6,5,5,5,4,3,4,4,6,3,5,3,4,3,5,4,4,3,4,4,4,5,6,4,5,4,3,4,5,6,3,5,6,4,6,5,6,5,6,6,4,7,4,5,3,5,5,5
"184","154975","A",7,1,7,7,7,7,7,1,1,1,1,7,7,7,7,4,1,7,1,7,1,7,1,7,7,1,1,7,7,1,1,7,1,4,1,2,1,7,7,7,1,7,1,1,4,1,7,7,4,1,7,3,7,3,1,1,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,7,4,7,7,7,7,7
"187","154980","A",6,1,6,2,7,2,4,4,5,3,7,1,5,5,2,5,2,5,2,7,2,5,6,1,4,5,5,5,6,4,6,1,6,1,7,2,2,2,4,2,7,1,6,6,1,6,1,5,2,7,5,5,6,1,4,5,6,5,6,2,2,1,3,1,5,1,5,5,5,5,7,1,2,6,1,6,2,4,6,2,5,5,2,1,1,2,6,3,3,1
"192","154989","A",6,7,5,6,5,1,7,2,4,5,5,2,7,5,2,5,2,1,3,6,3,5,4,6,2,1,1,5,1,3,3,5,4,6,5,7,2,6,5,5,3,5,3,3,7,5,7,7,6,2,5,5,3,4,4,6,7,4,6,5,4,6,4,5,4,3,7,3,5,5,5,2,5,5,1,5,3,2,3,3,5,4,1,5,5,2,4,6,2,1
"193","154993","A",7,5,6,6,7,3,6,5,1,1,2,6,7,7,2,7,2,1,5,6,1,6,7,7,2,2,2,7,6,5,3,4,2,5,5,4,4,4,7,7,1,4,2,1,3,5,6,6,4,1,7,6,3,5,4,6,3,5,6,3,2,4,1,4,1,1,4,4,1,1,3,4,5,1,1,6,2,2,4,1,1,4,1,4,1,1,2,4,3,1
"198","155004","A",6,1,6,1,4,1,4,1,1,1,1,1,1,7,2,6,1,1,1,7,1,1,1,1,1,1,1,1,1,1,2,6,1,5,5,2,2,5,6,6,1,3,2,2,4,3,5,7,6,1,6,5,3,2,6,6,5,3,6,4,3,1,2,1,2,1,4,2,1,2,3,1,1,4,1,7,1,1,1,2,1,1,1,1,1,1,2,1,1,1
"201","155008","A",7,5,7,7,7,7,1,1,1,1,7,7,7,7,1,4,4,7,1,7,1,1,7,1,3,7,7,7,7,7,4,5,7,4,4,5,3,4,7,7,7,7,2,1,7,3,4,7,3,3,7,7,4,7,7,3,3,5,4,4,7,1,1,1,1,1,4,1,1,4,3,1,1,1,1,7,7,1,1,1,4,1,1,1,1,7,7,4,1,1
"202","155009","A",5,3,5,3,5,2,2,1,1,1,2,1,5,3,2,6,2,1,3,6,1,2,1,1,1,3,2,2,6,3,4,5,3,5,5,6,4,6,6,7,4,7,3,4,5,4,3,7,5,2,7,4,7,5,7,4,5,4,4,6,4,3,3,4,5,2,3,5,5,2,5,1,5,2,1,7,4,1,5,5,4,4,1,4,1,2,5,4,4,3
"206","155015","A",6,4,5,6,5,2,6,5,5,1,2,2,7,6,1,5,1,1,5,6,2,5,1,2,5,3,2,1,1,7,3,5,3,3,4,3,3,3,3,5,1,5,3,2,3,4,6,5,4,1,5,3,4,3,2,3,5,3,6,3,5,4,5,4,4,5,4,1,5,5,6,5,4,5,5,4,5,4,5,4,4,5,5,4,5,5,4,4,1,4
"209","155026","A",5,2,4,1,6,1,2,1,1,1,1,1,6,5,2,6,1,1,1,5,1,4,1,1,1,1,1,1,2,3,4,4,3,6,3,4,3,6,6,6,3,6,2,3,4,5,6,7,6,2,6,4,6,4,5,5,5,3,6,4,3,1,3,2,4,2,4,2,1,1,2,1,4,4,2,6,2,1,2,3,1,4,1,2,1,1,1,2,1,2
"210","155027","A",7,5,7,6,6,1,4,4,1,1,2,1,7,7,1,7,1,1,4,7,1,5,1,5,1,1,5,5,7,6,2,4,2,2,2,7,3,6,7,6,4,6,1,1,4,3,7,7,4,1,7,2,4,2,4,6,2,3,1,4,6,4,6,4,6,1,4,4,1,1,2,1,7,7,1,7,1,1,1,1,1,5,1,5,1,1,3,5,6,2
"211","155039","A",4,1,4,5,6,1,4,4,1,1,5,2,5,5,3,6,2,2,4,5,1,1,2,1,4,2,4,1,4,4,3,7,3,3,3,6,4,4,6,6,2,5,3,3,3,4,5,5,4,2,6,5,5,5,5,3,4,4,4,5,5,4,4,5,5,1,5,5,4,4,4,1,5,6,1,7,4,3,4,5,4,4,1,4,1,1,4,5,1,1
"216","155866","A",4,1,4,1,4,4,3,4,1,1,3,1,1,4,2,4,2,1,4,6,1,1,1,1,2,1,3,1,4,2,4,7,3,6,2,2,3,2,5,5,1,5,2,2,2,1,4,4,2,1,5,4,3,5,5,2,5,4,3,2,5,2,4,2,3,2,3,3,5,6,6,2,4,2,3,5,6,3,3,1,5,2,2,2,1,1,4,3,5,2
"218","155869","A",5,5,2,4,5,1,2,2,1,1,5,1,6,5,3,5,1,1,2,5,1,5,1,4,1,5,2,4,5,1,2,4,3,4,4,6,5,5,5,7,2,7,3,3,4,3,6,7,6,2,7,4,7,5,6,4,4,5,5,7,4,2,1,2,4,1,2,2,2,2,5,1,3,4,2,7,1,1,2,3,2,3,1,2,2,2,3,2,2,1
"219","155871","A",4,1,4,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,6,1,1,4,7,5,7,4,7,6,7,7,7,7,7,5,7,7,4,6,5,7,7,7,1,7,7,7,7,7,4,7,7,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,5,1,1,1,1,1,1,1,1,1,1
"221","155874","A",6,6,6,7,7,4,2,2,2,2,1,6,7,7,1,7,2,2,5,7,6,7,3,7,7,5,2,7,4,5,2,3,4,3,1,4,2,7,6,7,1,2,1,1,6,1,6,6,3,1,3,2,2,2,2,3,6,2,4,2,3,3,3,4,6,2,5,2,2,2,1,1,7,3,1,7,1,1,6,1,4,3,1,5,1,1,2,6,1,1
"222","155875","A",4,1,2,1,6,2,4,2,1,1,5,1,2,4,5,5,2,5,4,7,1,1,1,1,1,5,1,1,6,5,7,7,7,7,5,7,3,3,7,7,2,7,3,1,7,4,7,7,5,1,7,7,7,7,7,7,7,7,7,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225","155885","A",3,2,5,3,4,4,5,4,3,4,5,4,4,3,4,4,2,5,3,6,2,5,1,4,4,4,4,4,5,3,2,3,1,1,4,3,3,1,6,6,2,7,3,5,3,3,2,1,1,1,3,5,7,6,6,6,4,4,7,3,3,4,5,4,4,5,6,5,4,5,4,4,4,5,4,4,5,5,4,4,6,4,3,5,5,5,4,4,4,4
"228","155889","A",6,1,5,4,5,1,7,1,1,1,1,1,4,5,1,7,1,1,1,7,1,4,1,4,1,5,1,4,2,1,4,6,2,4,2,6,2,6,6,6,2,6,2,1,5,1,6,6,6,2,6,4,6,4,6,2,5,4,4,5,4,1,2,4,4,1,4,1,1,1,4,1,4,2,1,7,1,1,1,4,1,4,1,4,1,1,4,4,1,1
"229","155890","A",6,1,6,1,6,1,5,2,1,1,2,2,3,5,2,6,2,3,2,6,1,2,2,2,5,1,3,2,3,3,3,4,2,6,3,6,3,4,7,6,3,6,5,3,6,3,6,5,3,2,6,5,6,6,3,6,3,5,4,5,6,1,5,2,5,1,5,3,1,1,1,1,4,5,1,6,1,3,4,6,1,2,1,2,3,1,3,1,2,2
"233","155894","A",5,2,2,4,6,1,6,1,1,1,1,1,5,4,1,6,1,1,2,6,1,5,1,1,1,1,2,4,7,1,2,5,4,5,1,7,1,5,5,7,4,7,4,1,4,2,4,6,6,1,7,1,7,4,6,6,6,2,1,5,4,2,4,1,7,1,6,2,1,2,4,1,4,6,4,7,5,4,3,4,1,5,1,3,1,1,4,4,7,1
"234","155896","A",4,1,4,1,7,4,3,1,1,1,5,1,1,7,4,7,1,1,1,6,1,1,1,1,1,1,6,1,6,1,4,7,4,7,4,4,4,7,7,7,1,7,4,1,4,1,7,7,7,1,7,7,6,7,7,3,4,5,4,7,1,1,1,1,4,1,3,1,1,1,4,1,1,4,1,7,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"239","155903","A",5,1,1,1,5,1,6,3,1,1,1,1,7,5,1,6,1,1,5,7,1,6,1,2,5,3,1,1,1,1,2,7,7,7,6,7,3,6,7,7,7,7,2,1,7,4,6,7,5,1,7,1,7,2,4,1,5,1,7,7,5,1,1,2,6,1,7,5,7,4,4,1,7,6,1,7,1,2,4,3,6,4,1,5,2,5,1,7,1,1
"240","155904","A",5,1,4,1,6,1,3,1,1,1,2,1,2,6,1,4,1,1,4,5,1,1,1,1,1,1,1,1,1,1,4,7,5,6,1,7,3,4,6,7,6,7,7,4,6,5,7,7,3,2,7,5,7,7,7,7,6,4,7,5,4,1,4,1,4,1,4,3,1,1,1,1,1,3,1,4,2,1,4,3,1,1,1,1,1,1,1,3,1,1
"242","155906","A",2,1,2,1,5,1,7,2,1,1,3,1,2,3,2,6,1,1,2,5,1,3,1,1,2,1,3,1,2,1,4,7,5,6,5,6,2,6,4,4,2,6,2,4,3,3,6,5,5,2,4,4,3,5,5,2,4,4,5,5,4,1,2,1,5,2,5,4,3,3,3,1,2,2,2,7,4,3,5,2,3,3,1,1,2,1,4,1,4,1
"243","155907","A",5,1,1,1,5,1,1,3,1,1,1,1,6,1,1,5,1,1,1,7,1,1,1,1,1,1,1,1,1,5,3,7,7,7,2,6,5,4,6,7,5,7,3,4,6,2,7,7,7,1,7,7,6,7,7,6,7,7,7,5,3,2,1,1,4,1,2,2,2,2,2,1,4,1,1,4,1,1,2,4,2,2,1,2,1,1,1,2,1,1
"245","155910","A",2,4,4,1,3,1,6,5,1,2,4,1,3,5,3,3,2,1,5,3,1,1,2,6,2,3,1,3,2,5,2,5,4,1,6,3,5,3,1,3,3,4,1,4,3,5,4,6,6,3,5,4,5,7,2,1,2,5,2,5,5,2,5,1,6,4,5,1,1,1,1,1,2,4,2,3,1,4,5,2,1,4,1,1,6,1,1,2,1,6
"246","155912","A",5,1,7,1,6,3,6,4,1,1,4,1,2,2,4,3,2,6,4,6,1,2,2,5,4,2,1,5,3,3,5,6,1,6,5,7,3,3,7,7,1,7,5,6,4,5,6,3,2,1,7,7,3,6,2,5,7,5,5,3,5,1,5,1,6,1,6,1,1,1,7,1,2,4,3,4,3,2,4,4,1,5,1,3,3,3,1,2,2,2
"247","155913","A",7,1,7,1,4,1,5,1,1,1,1,1,1,7,1,3,1,1,6,7,1,1,1,1,1,1,1,1,4,4,1,7,1,7,4,7,4,3,7,7,7,7,7,1,4,3,7,7,4,1,7,7,7,7,7,7,7,7,7,5,4,1,1,1,4,1,4,4,1,1,1,1,1,7,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"251","155919","A",5,2,4,5,5,2,5,1,1,1,1,1,6,5,1,6,1,1,1,5,1,3,1,5,4,2,1,6,1,2,2,7,2,7,2,5,7,6,7,6,3,6,3,3,4,3,6,6,7,1,7,4,7,3,4,3,4,2,6,4,4,1,4,1,5,1,3,1,1,3,4,1,5,3,1,5,1,1,2,3,3,3,1,3,1,2,3,5,3,1
"252","155920","A",5,5,7,5,7,2,3,1,3,1,5,2,2,6,3,6,1,5,2,7,7,7,6,7,6,6,1,7,5,2,4,5,4,6,3,5,3,6,3,5,2,5,3,2,4,3,7,4,5,1,5,5,2,4,3,4,5,3,4,2,2,4,2,4,4,2,4,2,2,1,3,1,2,5,1,5,2,3,3,3,4,5,1,4,2,3,3,5,4,1
"253","155922","A",6,1,7,2,4,1,4,4,2,1,4,1,6,2,1,5,1,1,5,7,1,4,1,1,4,4,1,1,6,1,6,4,4,4,4,7,4,4,4,4,3,4,4,4,4,4,4,7,4,4,4,7,4,7,5,4,4,7,4,6,4,1,4,4,4,4,4,5,3,4,7,1,4,6,1,5,5,4,4,4,1,4,2,3,2,2,7,1,6,4
"254","155923","A",7,1,6,3,7,1,4,4,1,1,1,1,5,5,1,5,1,1,4,7,1,1,1,1,5,2,1,1,3,2,5,7,5,6,5,6,7,7,7,7,5,7,4,5,6,6,7,7,7,4,7,5,7,6,6,6,7,6,6,6,5,1,4,3,4,1,4,4,4,4,4,1,4,2,1,4,3,1,4,4,4,4,1,1,2,1,4,1,2,1
"255","155924","A",3,1,6,5,6,1,2,1,1,1,6,1,2,7,2,7,1,1,1,7,1,1,1,2,6,3,1,2,1,1,6,6,5,6,6,6,5,6,7,7,1,7,3,5,5,5,7,7,6,2,7,7,7,7,6,6,7,6,6,7,5,4,5,5,4,2,6,4,4,2,7,1,4,7,1,7,2,3,6,5,4,5,1,4,5,2,2,6,2,1
"258","155930","A",3,1,5,1,6,2,5,1,1,1,1,1,2,2,3,3,1,1,2,6,1,1,2,1,1,2,2,1,2,2,4,7,4,7,4,7,3,6,6,7,1,7,5,4,4,4,7,7,5,1,7,7,4,7,7,6,7,7,7,4,2,1,2,1,4,1,4,2,1,1,3,1,1,1,1,5,1,1,2,5,1,1,1,1,1,1,1,1,1,1
"265","155941","A",2,1,1,2,4,1,7,5,1,1,1,1,7,5,3,7,1,1,6,5,1,3,5,2,1,1,2,6,5,3,1,1,1,5,1,7,1,3,7,7,1,1,1,1,4,1,4,1,1,1,7,1,1,1,1,7,4,1,7,1,1,1,1,1,4,1,7,4,1,1,1,1,7,1,1,1,1,1,4,4,1,6,1,6,1,1,1,1,1,1
"266","155942","A",6,5,3,4,6,1,3,6,5,2,1,1,2,6,2,5,5,2,3,3,2,3,2,2,5,2,5,4,1,1,3,1,5,3,3,1,4,2,2,5,1,3,5,4,2,4,2,3,2,4,4,2,4,3,2,2,5,2,1,2,2,3,1,2,2,2,2,2,2,2,1,4,3,2,2,3,2,3,3,3,3,3,3,2,3,4,2,5,1,2
"267","155943","A",6,5,2,4,6,5,4,5,2,4,3,2,5,5,5,3,4,4,3,4,3,3,4,2,2,6,5,4,2,5,4,2,3,4,2,2,2,2,3,4,3,3,3,3,1,3,1,2,4,3,3,1,2,2,3,2,2,3,2,3,2,3,3,2,3,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,3,2,3,3,1,2,3,2,1,2
"268","155946","A",6,2,4,2,4,3,3,3,1,1,3,1,5,3,4,5,2,1,3,7,1,1,2,1,3,2,3,1,3,6,4,5,4,4,3,4,6,4,6,7,2,7,2,5,4,3,7,7,4,1,5,6,5,7,5,5,5,5,5,6,5,3,4,1,5,2,2,2,1,1,3,1,5,4,3,6,1,1,3,4,1,2,2,2,3,1,2,1,1,4
"270","155949","A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,3,3,5,4,7,6,4,6,4,5,5,5,4,4,7,4,7,4,4,4,4,5,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"271","155950","A",3,1,4,1,6,1,7,1,1,1,1,1,1,4,1,7,1,5,1,6,1,1,7,1,1,4,1,1,7,7,1,7,4,7,1,7,1,7,7,7,7,7,7,1,7,1,7,7,7,1,7,7,4,7,7,4,7,7,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"272","155951","A",5,2,5,4,4,2,6,1,1,1,2,1,6,5,2,6,1,2,1,7,1,2,2,3,5,2,1,5,2,1,4,6,3,4,3,3,2,6,4,5,2,5,2,3,4,4,5,5,5,2,5,4,2,2,5,2,6,2,7,3,2,1,2,3,5,2,5,1,3,3,3,1,3,4,1,6,5,4,3,2,3,6,1,4,1,2,4,4,2,1
"275","155955","A",6,3,4,4,6,6,6,6,6,6,2,1,6,6,4,6,4,3,6,6,6,2,1,3,6,2,3,6,7,6,1,6,3,4,3,2,4,3,3,4,1,6,2,2,1,3,4,2,4,1,4,4,3,4,3,5,3,3,3,1,2,2,1,3,6,2,5,6,5,5,4,1,3,5,1,6,4,4,6,1,6,3,1,3,2,2,5,4,4,2
"278","155961","A",7,1,7,6,6,1,7,7,1,1,1,1,3,7,1,6,1,1,6,7,1,1,1,1,1,1,2,1,2,2,1,7,4,4,3,5,4,6,6,6,1,6,1,2,4,3,7,5,6,1,6,6,6,5,6,7,5,4,5,5,6,4,5,3,6,4,6,6,6,3,4,1,2,5,1,7,5,3,6,4,6,3,1,3,3,1,3,3,1,1
"281","155966","A",1,2,3,2,3,2,2,1,3,2,1,3,3,1,3,2,3,2,3,5,3,3,2,3,2,3,2,2,1,1,4,4,3,3,2,2,3,4,4,2,2,3,3,4,2,3,3,4,3,3,3,2,3,2,4,2,2,3,3,3,2,3,2,2,2,2,2,2,2,4,1,1,3,2,2,3,3,3,3,3,2,4,3,2,3,2,4,3,3,3
"283","155968","A",5,1,7,5,6,1,6,2,1,1,1,1,6,7,1,6,1,1,2,5,1,4,1,2,1,3,1,4,1,1,3,6,1,6,4,6,3,7,5,3,4,7,3,5,5,4,7,7,7,1,6,5,6,7,6,5,6,6,7,5,3,3,2,5,3,1,3,4,4,5,6,1,5,5,1,7,3,3,4,2,4,5,1,3,1,3,4,3,3,1
"284","155969","A",6,1,6,2,7,3,4,2,2,1,4,1,7,5,3,6,2,2,5,6,1,2,1,1,5,5,1,1,3,3,4,6,3,6,3,4,4,5,5,5,2,7,3,3,3,4,4,5,4,2,5,6,6,6,4,3,5,6,4,3,4,2,5,2,5,2,4,5,3,3,3,1,5,4,1,6,3,4,4,4,3,3,1,2,3,3,3,2,2,2
"285","155971","A",6,2,7,5,7,4,4,2,1,1,4,1,5,7,6,5,1,1,4,7,1,1,5,1,2,5,6,1,2,7,1,5,1,5,4,3,1,5,5,5,1,7,5,1,4,1,6,6,5,1,5,5,5,5,6,4,5,7,7,1,1,1,1,4,7,1,6,1,1,1,3,1,4,6,1,7,3,3,4,1,1,3,1,1,1,1,6,1,1,1
"286","155972","A",4,5,6,4,7,2,6,5,2,2,5,5,7,7,2,1,2,1,7,3,1,4,6,5,7,5,5,5,6,2,5,4,4,5,5,1,4,5,6,5,4,5,2,3,5,5,4,6,6,2,6,4,3,3,2,2,4,2,4,3,5,2,3,4,5,1,5,5,5,5,4,2,6,6,2,5,5,4,6,3,5,3,2,3,2,2,4,4,4,1
"290","155979","A",3,1,4,2,5,1,7,4,1,1,1,1,3,3,2,5,1,1,4,5,1,1,2,1,1,6,3,1,1,2,3,7,3,4,4,6,3,4,7,7,6,7,4,5,6,4,7,7,4,2,7,7,5,7,6,4,5,7,7,3,5,2,4,3,5,2,6,4,5,4,4,2,3,5,2,5,2,2,5,4,5,2,2,2,3,3,5,2,2,2
"292","155983","A",5,3,5,3,6,1,5,3,1,3,3,1,5,7,1,3,3,3,3,7,2,5,2,1,3,3,3,1,5,5,3,5,3,5,3,5,3,6,7,7,3,7,4,1,3,4,4,6,4,1,7,3,4,7,5,5,4,5,6,3,2,2,2,1,3,2,2,1,1,1,3,1,2,3,1,3,4,4,2,1,1,2,1,1,1,1,3,1,4,3
"296","155987","A",5,3,7,5,7,1,7,7,4,4,4,1,7,6,2,7,2,5,7,6,6,5,2,7,3,4,5,7,1,4,3,4,2,5,4,7,1,3,4,4,1,7,2,3,4,3,3,3,2,1,2,4,4,4,4,3,2,4,7,5,3,2,4,2,5,1,6,5,4,3,5,1,7,3,2,6,4,4,4,5,4,4,1,4,1,4,5,4,1,1
"298","155990","A",7,1,7,4,6,1,6,3,2,2,1,1,5,7,1,6,1,4,3,7,1,6,1,7,3,1,1,7,3,2,1,7,1,6,4,7,4,6,6,6,4,7,2,1,5,4,7,2,6,1,6,6,7,6,7,5,7,6,7,6,7,4,7,6,4,1,5,4,4,4,2,1,7,7,1,7,1,4,4,7,4,7,1,7,2,1,1,7,4,1
"299","155991","A",5,1,4,1,6,5,4,4,1,1,5,1,2,5,2,6,1,1,4,6,1,1,2,1,4,1,5,1,1,2,4,6,4,3,4,5,4,3,7,7,3,7,3,3,3,4,6,7,4,1,7,6,6,6,5,6,5,6,7,5,4,1,4,4,5,2,5,4,1,2,4,2,2,3,1,6,1,1,4,3,2,3,1,3,3,2,4,4,1,1
"304","156001","A",6,2,5,5,5,2,4,3,4,3,4,4,6,5,2,6,4,1,3,5,3,5,5,5,4,4,4,5,4,3,2,5,3,3,4,6,2,4,3,3,3,6,2,3,5,3,4,7,4,3,4,4,3,6,4,5,4,2,6,5,6,2,4,4,4,1,3,3,2,3,4,2,5,4,2,7,2,1,3,3,2,5,2,3,2,2,3,5,2,1
"305","156004","A",5,1,5,1,1,1,2,1,1,2,1,1,6,5,1,5,2,1,1,7,1,1,1,1,1,1,1,1,1,1,5,4,3,4,5,5,7,3,4,7,6,7,1,5,4,4,3,7,7,5,7,5,5,5,5,7,5,7,7,6,6,4,4,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,6,6,5,5,6,6,5,5,5,6,4,5
"306","156014","A",5,1,5,1,5,2,5,2,2,2,1,1,2,5,2,5,1,1,3,6,2,1,2,1,2,3,3,1,2,2,5,6,2,6,5,5,3,6,5,6,5,5,3,3,5,3,6,5,5,2,6,5,5,6,5,5,5,5,5,5,3,2,3,2,5,2,5,5,5,4,2,2,3,2,2,5,4,2,5,3,4,4,2,2,2,3,4,2,2,2
"312","156028","A",4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,3,4,3,3,4,3,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,5,5,4,4,4,5,5,5,4,5,4,4,5,4
"313","156029","A",7,5,5,5,6,1,6,3,5,2,1,1,5,5,2,6,1,5,5,7,1,1,1,1,5,2,1,1,2,7,4,5,4,6,4,7,3,5,7,7,6,7,4,3,6,2,7,6,5,2,7,7,7,7,4,6,7,7,7,4,5,4,4,2,6,1,6,7,6,6,2,1,4,5,2,7,1,4,6,4,5,4,1,1,3,2,1,1,5,4
"314","156031","A",1,1,7,1,5,1,5,4,1,1,1,1,1,5,3,3,1,1,2,7,1,1,1,1,1,1,1,1,1,1,2,7,1,7,3,6,2,3,4,4,3,7,4,1,3,3,7,6,4,1,6,3,5,3,5,5,4,3,7,5,3,2,3,1,4,1,5,3,2,2,2,1,2,3,2,5,1,2,3,2,2,2,1,1,1,1,2,2,2,1
"315","156032","A",4,2,1,1,4,2,4,4,1,1,1,1,2,5,2,7,1,1,4,4,1,1,1,1,2,2,1,1,4,1,2,4,5,6,3,5,3,4,6,6,4,6,4,3,2,1,6,6,3,1,6,5,6,4,4,2,7,5,4,5,2,1,1,1,4,1,4,3,1,1,1,1,1,2,1,7,1,1,3,2,1,1,1,1,1,1,1,1,3,1
"318","156038","A",6,2,6,2,6,2,6,5,5,3,4,2,6,6,5,6,2,1,3,6,5,2,2,2,5,5,5,3,6,6,4,6,2,6,3,7,2,5,5,4,2,6,2,2,4,3,6,6,5,2,3,5,4,4,2,4,2,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"319","156039","A",5,4,4,5,5,2,3,2,2,1,3,1,2,4,2,7,2,1,5,7,3,4,1,1,4,3,1,1,1,3,5,1,5,4,5,5,6,5,6,7,3,7,5,2,5,6,5,7,4,1,6,4,7,2,5,4,5,2,7,4,3,2,2,3,4,1,5,5,5,5,5,1,3,3,3,5,5,1,5,4,4,2,1,2,1,1,6,3,1,1
"320","156042","A",4,1,4,1,6,1,6,4,1,1,4,1,5,7,1,6,2,1,1,6,1,1,1,2,1,5,3,2,1,1,4,6,3,5,4,6,4,5,7,6,3,6,4,5,5,3,6,6,5,1,7,6,5,5,5,5,4,5,7,4,4,1,3,2,4,1,4,3,5,4,6,1,4,7,1,7,4,1,3,3,5,2,1,2,1,1,3,4,1,1
