"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"1439","161608","B",3,1,3,2,6,1,4,3,1,1,1,1,6,6,5,6,1,1,3,7,1,6,1,1,1,1,1,1,1,1,5,6,5,7,5,7,4,4,5,5,3,6,2,1,4,2,7,7,5,1,5,4,5,5,7,5,7,5,7,5,3,1,2,4,6,1,4,4,4,4,4,1,5,6,1,7,4,1,4,6,4,5,1,1,1,1,4,4,1,1
"1440","161610","B",5,2,3,1,5,3,3,2,2,1,7,2,1,5,1,5,2,2,2,5,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,5,3,3,6,6,2,3,4,3,3,3,3,4,4,1,6,5,4,5,4,4,4,3,4,4,3,3,3,3,4,3,3,3,4,3,3,2,4,3,3,4,4,4,4,4,2,4,2,5,1,1,4,3,3,1
"1441","161612","B",7,1,7,5,7,1,6,5,1,1,5,1,7,6,1,7,1,1,5,7,1,6,1,6,2,5,1,7,6,5,5,6,4,7,6,6,5,6,7,7,3,7,3,4,5,6,4,5,7,1,7,7,7,7,6,6,7,6,6,7,7,4,6,2,6,3,4,7,7,5,6,1,7,5,1,7,4,4,5,7,6,7,1,5,3,4,5,6,2,3
"1443","161618","B",7,1,7,5,7,1,6,7,2,2,1,5,3,7,2,6,1,3,7,7,2,5,7,5,4,6,1,5,6,7,1,3,1,5,5,7,5,5,6,6,5,6,2,3,3,3,7,7,5,1,7,6,3,6,6,3,7,4,5,2,3,1,5,2,6,5,6,6,4,5,7,1,4,5,2,7,6,3,7,4,5,2,1,2,1,1,5,2,4,3
"1444","161620","B",6,1,6,4,5,1,6,6,1,1,2,1,6,6,2,7,1,2,6,7,1,4,2,1,5,5,2,4,1,4,3,6,3,5,3,6,4,5,6,5,2,7,2,2,4,4,6,3,5,1,5,3,5,5,5,4,5,4,5,4,5,4,4,4,4,1,5,5,4,4,4,1,6,4,2,6,4,4,6,4,4,5,1,4,2,4,4,4,4,2
"1447","161623","B",4,2,3,2,6,1,2,1,1,1,1,1,7,7,2,7,1,1,5,6,4,5,1,6,3,5,6,6,1,2,3,6,5,7,5,7,5,6,3,4,4,6,2,5,5,4,4,6,5,2,4,3,4,4,4,2,5,4,7,3,5,2,2,3,7,2,5,5,3,3,5,2,6,6,2,7,5,2,7,5,4,7,2,5,2,2,4,6,1,2
"1448","161626","B",7,1,7,1,7,1,6,2,1,1,1,6,7,7,1,7,1,1,6,7,1,7,1,1,7,1,1,1,2,7,3,7,3,7,2,7,2,6,7,7,1,4,2,2,4,2,4,6,5,3,7,2,7,7,1,5,4,7,7,2,7,1,7,1,7,1,7,2,2,2,1,1,7,7,1,7,1,1,5,7,2,7,1,1,1,1,1,1,1,1
"1449","161627","B",3,1,4,1,5,1,1,2,1,1,2,1,1,2,3,6,2,1,1,6,1,2,1,2,2,5,2,3,5,3,3,5,3,4,4,5,5,4,4,4,2,6,4,3,2,4,4,6,6,1,4,4,6,3,5,3,3,3,5,2,4,1,5,1,4,4,4,2,2,3,7,1,1,3,2,6,3,2,5,3,3,3,1,3,1,5,2,3,5,1
"1450","161629","B",7,1,7,1,7,7,6,3,3,1,7,1,7,1,4,7,7,7,7,7,1,5,1,1,7,7,6,4,7,5,2,5,2,5,2,7,5,6,7,7,4,7,5,2,2,2,7,6,5,2,7,5,7,5,4,4,7,5,7,5,6,4,7,3,7,7,4,5,6,4,7,1,7,7,7,7,7,6,5,7,4,1,1,1,4,1,7,1,7,2
"1451","161630","B",6,5,5,6,5,4,5,3,5,5,4,5,5,4,6,4,4,5,5,5,6,4,5,5,5,4,5,2,6,3,7,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,3,5,3,5,2,5,4,7,4,5,5,5,5,3,5,5,5,7,3,6,5,5,5,6,5,3,5,6,4,4,6,5,5,5,7,4,5,5,5,5,5,3,4,3
"1453","161633","B",5,2,4,1,5,2,4,1,6,4,7,2,6,6,4,6,4,6,5,7,6,2,2,4,2,2,2,5,2,4,2,6,3,6,4,4,3,5,5,5,1,7,3,1,3,4,5,3,3,1,6,6,6,4,6,3,6,4,6,3,4,4,3,4,5,1,4,2,4,4,6,1,4,4,2,7,4,4,5,2,4,6,1,4,1,1,2,6,2,2
"1455","161635","B",5,5,5,5,5,4,4,6,6,5,3,5,6,6,5,6,5,5,5,5,5,6,6,6,6,5,6,5,6,5,3,3,3,3,4,5,5,4,6,6,5,5,3,4,5,3,4,5,6,3,5,4,4,3,5,5,4,3,4,5,4,5,3,5,6,4,3,5,5,4,4,6,6,6,5,4,5,2,5,4,6,5,5,5,6,6,5,5,5,6
"1456","161636","B",4,1,4,1,6,1,4,1,5,6,4,1,7,2,3,6,2,3,4,6,3,1,2,2,2,6,4,2,7,3,3,6,3,6,4,6,2,7,4,3,1,4,1,4,4,3,4,6,6,1,3,6,2,4,2,3,2,3,2,2,2,1,2,1,3,1,6,3,3,2,4,1,5,3,1,6,4,3,3,2,3,1,1,1,2,2,4,2,3,1
"1458","161640","B",6,1,4,1,6,1,5,3,1,1,1,1,1,6,3,6,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,6,2,4,2,6,2,4,4,4,5,7,2,2,4,1,5,7,5,1,5,5,6,5,4,4,3,4,6,4,6,1,4,1,6,1,4,5,4,5,3,1,4,4,1,6,3,1,5,4,4,1,1,1,1,1,3,1,1,1
"1459","161641","B",5,1,3,1,5,1,1,1,1,1,4,1,1,5,3,6,1,1,1,6,1,1,1,1,4,1,1,1,4,4,1,7,1,7,5,7,4,4,4,4,3,7,2,1,3,1,7,7,4,1,4,7,7,7,4,5,7,7,7,5,3,4,3,4,4,1,4,3,1,1,5,1,4,4,1,7,1,1,1,3,1,4,1,4,1,1,4,4,4,1
"1462","161648","B",4,6,7,6,5,1,6,5,7,5,2,3,6,5,2,6,1,6,5,6,6,5,1,7,5,2,3,6,6,3,5,5,4,4,5,6,3,6,7,7,2,6,2,5,3,5,5,5,7,3,7,3,5,3,5,3,4,4,5,3,2,7,2,7,4,2,4,6,5,5,5,4,6,3,1,6,4,6,6,2,6,6,1,7,3,1,4,7,6,4
"1465","161651","B",7,1,7,3,7,1,7,3,1,2,1,1,5,5,5,7,1,3,4,7,1,2,1,6,3,1,5,7,5,1,1,7,1,5,2,7,2,7,7,7,1,5,1,2,2,1,6,6,6,1,7,4,4,4,4,4,4,4,3,6,4,1,4,4,7,3,7,6,4,4,7,1,4,7,2,7,4,7,6,3,4,4,1,6,3,1,6,6,7,1
"1468","161656","B",6,1,4,1,5,1,6,6,1,1,1,1,6,2,6,6,1,1,4,6,1,2,1,2,1,1,2,2,1,4,3,6,3,6,3,5,4,3,6,6,2,7,3,3,2,3,2,2,5,3,6,6,7,4,5,6,2,4,7,4,5,2,4,1,5,1,6,5,4,4,4,1,5,5,5,5,4,1,5,4,4,1,1,1,1,1,3,1,1,4
"1470","161658","B",7,1,7,1,7,1,5,2,1,1,2,5,6,5,2,7,1,1,1,7,1,1,2,1,6,3,2,1,2,2,4,7,5,7,5,6,5,7,7,7,4,6,3,5,4,4,7,7,7,2,7,7,5,7,5,5,6,7,7,6,5,3,3,2,5,1,3,2,2,2,2,1,7,4,2,7,1,1,2,3,2,1,1,1,1,1,2,1,1,1
"1471","161659","B",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,3,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,3,5,5,4,4,5,4,3,5,3,3,5,5,4,3,4,4,4,3,4,4,3,5,4,4,4,4,4,5,5,5,4,5,4,3,3,3,2
"1474","161662","B",3,1,3,1,4,1,1,1,1,1,1,1,3,3,1,4,1,1,1,6,1,1,1,1,1,1,1,1,1,1,3,6,3,5,3,7,3,5,4,4,3,6,2,3,5,4,5,6,6,1,4,3,6,2,4,5,5,2,6,3,3,1,3,2,4,1,3,2,2,2,2,1,3,3,1,4,2,1,3,4,2,3,1,1,1,1,3,3,2,1
"1475","161663","B",4,1,6,1,4,1,5,3,1,1,4,1,5,6,2,6,1,2,4,7,1,1,3,4,1,7,1,5,5,1,7,7,4,5,6,3,2,4,7,7,3,5,5,5,3,4,7,5,5,1,7,6,5,3,6,4,6,2,7,7,3,2,2,2,5,1,4,5,6,6,6,1,3,4,2,4,2,7,5,2,6,4,1,2,1,1,5,4,1,1
"1476","161664","B",3,1,3,1,6,1,6,3,1,1,1,1,1,1,1,7,1,1,3,6,1,1,1,1,1,1,1,1,1,1,2,6,3,6,2,7,2,4,6,6,5,6,2,1,5,1,3,7,4,1,6,2,5,4,6,6,4,4,7,4,3,1,2,1,6,1,7,4,3,3,3,1,5,4,1,7,4,2,4,4,3,4,2,2,1,1,4,5,1,2
"1477","161665","B",7,1,7,1,4,1,4,4,1,1,1,1,7,2,1,7,1,1,4,7,1,2,1,1,6,1,1,1,6,5,5,7,5,7,5,7,6,7,5,5,2,7,4,4,5,5,5,7,7,1,5,5,7,7,5,3,7,7,5,5,5,1,5,1,4,1,6,6,3,3,5,1,7,1,2,7,5,4,6,1,3,6,1,1,1,2,6,1,4,1
"1478","161666","B",5,1,6,2,6,1,6,3,1,1,1,1,6,5,2,7,1,2,4,7,1,5,1,5,1,1,1,5,1,2,2,5,2,5,2,5,2,5,6,6,3,7,2,2,5,2,4,4,3,1,6,2,6,3,5,5,3,2,5,4,4,1,4,2,6,2,5,3,2,2,4,1,5,5,2,7,3,4,5,4,2,5,1,4,1,1,2,4,2,2
"1479","161667","B",4,1,4,1,1,1,4,1,1,1,1,1,1,4,2,5,1,1,4,4,1,2,1,1,1,1,2,1,1,1,3,7,5,6,2,7,3,4,4,6,5,7,5,6,5,3,7,7,4,1,5,5,7,7,7,7,5,5,7,7,4,4,4,4,4,1,4,4,4,4,1,1,6,4,1,4,1,1,4,4,4,6,1,4,1,1,1,4,1,3
"1482","161671","B",6,5,6,5,7,1,6,5,1,2,3,2,7,7,1,6,1,1,3,6,3,7,2,5,3,1,2,7,1,7,3,3,3,3,2,7,3,5,3,5,2,7,1,2,6,2,3,6,6,1,6,2,7,2,6,3,6,2,7,2,3,3,3,3,7,1,5,3,3,4,4,1,7,7,2,7,4,1,6,1,4,7,1,3,1,1,4,5,1,1
"1485","161674","B",3,1,3,6,5,2,4,4,1,1,4,2,6,7,3,4,2,1,3,5,1,2,2,1,2,1,4,1,2,1,3,7,3,3,3,5,4,4,7,7,1,7,3,1,4,3,4,4,7,2,7,5,5,5,5,4,3,4,7,7,4,3,2,3,4,3,5,5,2,2,7,1,7,4,2,5,7,4,4,3,2,3,1,3,2,2,5,3,2,1
"1486","161675","B",4,1,5,1,7,1,6,2,1,1,1,1,6,6,1,6,1,6,5,6,1,6,7,1,1,2,2,1,5,1,4,7,5,7,2,7,4,2,2,5,3,6,4,1,4,3,7,6,4,2,2,2,3,4,5,2,4,5,5,4,4,1,2,1,6,2,5,7,4,6,6,4,4,6,1,7,6,6,7,1,4,5,2,1,2,2,3,1,5,2
"1487","161676","B",3,1,2,1,2,2,5,4,2,2,6,1,3,3,3,4,2,1,3,3,1,2,2,1,2,2,3,2,3,3,4,6,3,5,5,3,4,6,3,5,1,6,2,3,3,4,4,6,6,2,7,6,6,4,5,4,6,6,5,4,3,2,1,2,3,3,4,6,3,3,6,2,3,2,2,4,3,3,5,2,3,3,1,2,2,2,4,1,3,2
"1489","161681","B",5,1,5,3,7,2,5,3,1,1,1,1,2,6,3,7,2,1,3,6,1,5,2,3,1,5,2,5,2,1,6,5,5,5,4,6,3,2,7,7,3,7,2,3,5,5,4,6,4,4,7,5,7,5,7,4,5,4,6,7,4,3,3,5,6,3,4,5,1,3,3,1,5,4,2,6,4,3,4,4,2,4,1,3,1,2,4,6,1,1
"1490","161682","B",5,5,5,2,7,1,1,2,1,1,1,1,4,7,2,4,1,2,1,5,1,1,1,1,1,2,1,1,1,1,2,4,3,7,2,7,5,5,7,7,6,7,3,2,5,3,7,6,7,2,7,7,7,7,7,6,7,7,7,7,4,4,4,1,7,1,4,3,1,1,1,1,4,7,1,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1
"1493","161685","B",5,2,6,1,7,2,7,5,1,1,4,1,3,7,3,7,3,1,4,5,3,3,2,1,3,2,5,1,5,3,2,6,3,6,4,6,2,3,7,7,5,7,2,2,2,5,4,7,5,2,6,7,5,7,7,3,3,7,3,4,2,1,2,1,6,2,6,6,2,2,4,1,3,3,1,6,5,1,7,2,3,2,1,1,1,2,4,1,4,2
"1494","161686","B",5,1,2,1,6,2,6,5,1,1,2,1,7,6,1,2,2,1,5,6,1,1,1,1,4,1,5,1,7,6,3,6,3,6,5,7,3,3,7,7,3,7,2,5,6,3,5,7,6,1,7,7,6,7,7,7,2,7,5,5,5,1,1,1,5,1,5,6,1,1,4,1,6,5,1,7,4,1,1,1,1,1,1,1,1,1,5,1,4,3
"1496","161694","B",4,5,5,6,6,5,5,5,1,1,2,1,7,7,2,3,1,7,6,6,1,2,1,3,1,7,2,5,6,1,7,7,7,7,7,6,7,7,7,7,2,7,5,7,6,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,6,7,6,4,4,6,3,6,1,7,7,4,4,6,6,6,5,5,7,1,5,1,1,4,7,1,1
"1502","161700","B",7,1,6,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,5,1,1,1,1,1,5,1,1,1,5,5,5,1,7,4,4,5,6,3,7,2,1,4,1,2,7,4,1,6,2,7,6,6,7,7,1,7,5,2,4,1,4,4,1,3,3,1,1,1,1,4,2,1,7,1,1,3,2,1,7,1,1,1,1,1,4,1,1
"1504","161702","B",6,3,7,5,6,1,6,6,5,1,4,2,5,7,1,7,1,4,6,7,2,7,5,2,6,7,1,7,3,6,4,5,3,4,5,5,3,5,7,7,2,7,2,1,3,4,5,4,6,1,7,6,5,5,4,2,7,4,5,5,3,3,3,3,6,3,5,6,4,4,6,3,3,4,1,7,5,5,6,2,4,6,3,4,4,4,5,4,3,4
"1507","161707","B",1,1,3,1,3,4,7,2,1,1,2,1,2,3,3,3,1,1,4,6,1,1,1,1,1,1,1,1,1,1,5,5,4,6,5,4,2,5,7,7,2,7,3,1,5,3,6,7,5,2,7,7,6,7,5,4,7,7,6,5,2,2,3,2,3,2,4,3,1,1,4,2,4,3,2,4,3,1,3,4,1,2,2,2,1,2,2,2,2,2
"1508","161708","B",7,4,7,3,7,1,5,5,5,5,1,5,5,7,5,7,1,1,6,7,5,1,1,1,1,1,3,1,1,1,2,7,2,7,4,7,4,4,6,5,7,7,3,6,3,2,6,7,4,2,6,7,7,7,7,7,3,7,7,7,5,3,5,1,7,1,5,4,3,3,3,1,4,1,1,7,3,3,4,7,3,3,1,1,1,1,3,1,3,1
"1509","161709","B",7,2,7,5,7,1,5,3,2,2,1,1,7,7,1,7,1,1,5,7,5,1,1,2,1,6,1,1,7,6,3,4,2,4,2,7,3,6,6,5,3,6,1,1,5,1,6,6,2,1,5,7,6,6,5,2,3,6,2,2,4,1,1,4,4,1,4,3,4,4,3,1,4,4,1,7,1,1,6,1,4,4,1,1,1,1,1,4,1,1
"1512","161712","B",6,1,6,1,7,1,1,1,1,1,1,1,1,1,1,6,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,6,1,5,1,7,5,6,7,6,5,7,5,7,6,1,6,7,6,1,6,5,6,7,5,5,7,4,7,5,4,1,4,1,7,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1
"1513","161713","B",7,6,6,5,7,1,6,1,1,1,1,6,2,7,2,7,1,1,5,6,1,7,6,6,3,1,1,7,1,5,3,6,2,6,4,6,2,5,7,7,1,7,1,2,3,3,7,7,5,1,7,5,6,5,4,4,3,5,7,6,1,1,2,1,4,1,4,6,4,4,4,1,1,4,2,4,4,4,6,1,4,4,1,1,1,1,4,1,1,1
"1514","161714","B",2,1,3,1,5,3,4,2,1,1,2,1,4,2,2,5,2,1,2,5,1,1,1,1,2,2,2,1,1,1,4,2,3,3,3,3,4,5,6,6,2,5,2,2,5,3,5,5,5,2,6,3,5,2,5,3,2,2,6,4,3,2,3,2,6,3,6,4,4,3,5,2,5,4,3,6,3,3,6,3,4,3,1,3,2,3,3,3,2,1
"1515","161715","B",6,1,7,1,7,1,6,2,1,1,5,1,1,7,5,7,1,1,2,7,1,1,1,1,1,5,2,1,1,6,4,6,3,6,4,7,2,4,6,6,1,7,2,4,3,4,3,7,4,1,6,5,7,4,6,2,5,4,7,4,5,2,5,2,7,1,7,4,4,4,6,1,7,6,1,7,4,2,7,5,4,5,1,5,1,3,4,7,1,3
"1516","161716","B",2,3,3,2,6,1,2,2,1,1,2,5,5,6,1,5,3,1,2,5,1,2,4,1,3,1,1,2,4,2,4,2,4,5,2,3,2,4,6,6,2,3,2,2,3,1,4,6,4,2,6,4,3,4,4,4,2,4,3,4,2,3,1,2,5,1,4,5,6,6,5,1,4,4,1,6,4,2,6,2,6,4,1,4,1,1,2,4,4,1
"1517","161717","B",2,1,5,1,5,5,1,1,1,1,4,3,6,7,3,6,1,3,1,7,1,1,2,2,4,2,1,2,6,6,3,6,3,6,4,3,2,5,3,4,2,6,3,2,3,6,4,6,6,1,4,2,6,3,7,3,5,2,5,3,2,1,1,3,3,2,6,5,4,4,5,1,3,4,1,6,4,2,6,1,4,2,1,3,1,1,6,2,4,1
"1521","161721","B",4,1,4,1,6,1,6,6,1,1,1,1,2,1,1,4,1,1,4,4,1,1,1,1,4,1,1,2,1,1,2,5,2,6,1,7,3,3,7,7,1,7,2,1,7,2,7,7,5,1,7,7,4,4,2,4,7,4,7,2,2,1,2,1,4,1,7,7,1,1,4,1,2,2,1,4,4,1,7,2,1,4,1,1,1,1,4,4,1,2
"1526","161729","B",4,4,3,5,4,3,5,2,5,3,4,1,6,3,3,4,3,4,3,5,3,3,2,3,3,3,3,6,5,1,5,4,6,4,5,5,2,6,4,5,3,7,2,5,4,5,5,5,4,4,6,4,5,4,4,4,3,3,5,4,4,4,3,5,4,3,5,5,5,4,4,2,7,4,3,5,5,4,4,3,5,4,3,4,3,4,4,5,5,2
"1527","161730","B",1,3,1,5,7,3,1,7,1,7,5,2,5,7,2,1,5,6,7,7,7,2,6,6,1,6,3,6,7,1,7,7,7,4,6,6,2,2,5,7,1,7,2,2,5,6,6,7,4,1,7,7,6,6,7,5,5,5,4,7,2,4,1,4,5,3,6,6,5,5,5,1,6,4,2,6,5,6,6,4,5,3,1,4,1,6,4,5,7,1
"1529","161735","B",6,1,7,5,7,1,5,2,1,1,2,1,2,7,6,7,3,1,1,6,1,1,1,1,2,2,1,1,6,5,5,7,4,3,2,5,2,4,7,7,2,7,2,4,3,2,3,7,7,2,7,2,7,2,7,5,7,4,4,6,2,2,3,4,7,4,7,4,2,3,5,1,3,7,2,7,3,2,4,3,3,5,1,1,1,1,3,3,4,1
"1532","161738","B",5,6,5,5,5,5,5,6,7,5,2,1,5,5,2,6,2,3,6,5,7,2,1,6,3,6,2,6,2,3,3,2,5,2,4,5,1,2,5,6,1,7,2,2,3,3,5,2,3,2,5,6,7,2,5,6,3,2,7,3,4,3,4,3,6,2,4,5,6,6,6,1,4,5,2,6,6,4,7,2,6,6,1,4,2,2,6,4,2,1
"1533","161739","B",6,2,6,2,7,1,6,4,1,1,5,1,6,7,5,7,1,4,3,5,5,1,2,2,6,3,2,1,2,5,3,6,2,5,6,7,5,5,2,3,3,7,3,5,4,5,4,5,6,3,2,7,6,2,3,3,6,4,5,4,4,4,2,6,7,1,6,3,4,4,6,2,5,5,2,7,5,3,5,3,3,4,1,6,5,3,4,5,2,2
"1534","161740","B",5,1,6,2,6,1,6,6,5,5,1,1,2,3,2,6,1,3,7,6,5,3,2,1,1,1,2,1,1,2,4,6,2,6,3,6,4,4,5,3,3,7,3,5,4,4,6,2,4,2,5,5,6,7,7,6,2,7,6,5,4,3,4,4,6,2,5,6,5,4,5,1,5,5,3,6,7,6,6,3,4,6,2,5,2,4,4,5,5,3
"1536","161744","B",6,1,6,1,4,1,4,3,1,1,1,1,7,1,3,6,3,1,3,7,1,1,1,5,5,5,2,5,1,6,4,5,4,5,4,7,6,4,5,5,2,7,2,6,5,1,5,7,5,2,5,5,7,3,5,5,5,2,7,3,5,4,3,4,4,1,4,4,4,4,1,1,6,2,1,6,4,1,4,4,4,4,1,4,1,3,7,5,1,1
"1537","161745","B",3,4,4,1,6,4,5,2,1,1,5,1,6,6,4,5,3,5,4,5,1,4,1,1,4,3,3,1,3,1,4,4,3,7,5,5,4,5,6,6,3,7,2,4,4,5,7,6,5,2,5,3,5,7,4,3,5,7,5,4,3,2,1,1,5,2,5,4,3,3,6,1,4,5,2,5,4,7,4,2,3,4,1,1,1,2,4,1,1,1
"1539","161748","B",7,1,7,1,7,4,6,3,1,1,2,1,7,7,1,7,1,1,5,7,1,5,1,7,2,5,5,7,5,1,3,7,3,5,2,2,2,3,7,7,2,7,3,1,7,3,7,7,4,1,7,3,7,3,7,5,3,3,6,7,4,1,3,1,4,4,6,6,4,4,5,1,7,7,1,7,3,3,6,4,4,7,1,5,1,3,4,7,3,1
"1540","161749","B",5,1,5,1,7,3,1,1,1,1,7,1,5,6,6,7,1,2,1,6,1,1,1,2,4,2,1,4,4,6,4,4,3,3,4,4,2,4,4,4,2,7,2,4,2,3,5,4,6,1,4,4,6,3,4,4,6,3,5,3,4,1,3,2,5,3,4,4,3,3,6,2,3,4,2,6,5,3,4,5,3,4,2,2,3,2,5,2,2,4
"1542","161753","B",5,2,4,4,4,5,6,6,1,2,5,1,6,6,2,7,2,2,5,6,2,3,1,3,3,6,2,3,1,3,3,5,4,5,5,3,4,4,6,6,2,7,3,3,3,3,6,6,4,2,6,6,6,6,4,3,6,6,5,4,3,2,3,3,3,3,4,4,4,4,4,1,5,3,1,6,3,2,4,5,4,2,1,2,2,4,5,3,2,3
"1544","161757","B",7,1,6,1,6,1,4,4,1,1,4,2,5,4,3,6,2,4,3,6,2,2,1,1,4,3,3,1,6,2,4,5,3,5,4,7,2,4,6,6,2,5,2,2,2,3,2,6,4,2,5,2,3,3,4,2,5,3,3,3,5,3,5,5,6,2,4,5,5,6,5,2,4,4,1,6,4,4,4,5,4,5,1,3,2,2,4,5,4,2
"1546","161759","B",5,1,4,1,4,1,1,1,1,1,1,1,5,6,5,5,2,4,1,7,1,1,2,1,1,1,5,1,4,2,3,6,4,5,2,7,3,3,3,3,1,7,2,1,3,3,3,6,4,1,3,2,6,2,6,4,4,2,7,5,2,1,2,2,3,1,3,3,3,3,6,1,5,4,1,4,3,1,3,1,3,1,1,1,1,1,4,1,1,1
"1547","161760","B",7,3,7,3,7,1,6,4,1,1,2,5,7,5,2,7,1,2,6,7,1,5,5,1,3,7,2,5,5,1,3,5,2,6,3,7,2,3,7,7,1,6,1,3,6,2,5,6,4,1,7,2,5,4,7,2,4,2,4,7,1,4,1,3,5,2,6,5,2,3,7,1,7,4,1,7,3,4,4,1,3,6,1,3,1,1,4,4,1,1
"1550","161765","B",1,1,4,5,5,1,4,3,1,1,1,1,7,7,3,7,1,1,2,7,1,1,1,1,3,1,1,1,1,1,4,7,3,4,3,7,3,5,7,7,4,7,1,2,6,1,6,7,4,1,7,7,7,7,4,3,7,7,7,6,1,1,3,3,7,1,4,3,1,1,1,1,7,7,1,7,1,1,3,2,1,3,1,1,2,1,1,1,1,1
"1551","161766","B",7,5,4,6,7,2,5,5,1,1,7,5,7,7,4,2,4,2,2,7,1,6,1,6,7,1,1,6,7,5,3,5,2,6,2,4,2,4,7,7,1,5,2,1,2,4,4,3,5,1,7,5,4,7,3,3,2,7,5,3,2,5,1,5,4,1,5,5,3,3,6,1,4,1,1,4,4,2,3,1,3,5,1,5,1,1,4,5,1,1
"1553","161769","B",6,2,5,2,6,1,4,2,1,1,1,1,7,5,1,7,1,1,2,7,1,2,7,2,2,2,2,2,3,3,4,3,2,4,5,6,4,5,7,7,3,7,2,5,4,4,4,2,6,1,7,5,4,5,6,3,3,5,5,5,3,4,3,4,4,2,4,3,3,3,5,1,7,4,1,5,4,1,4,5,3,4,2,4,1,1,3,4,1,1
"1556","161772","B",6,2,6,2,6,2,6,3,2,3,3,3,6,6,2,6,2,2,4,6,2,3,5,1,3,6,2,1,7,3,2,6,2,6,4,6,2,5,4,3,5,6,3,3,6,3,7,7,5,1,4,4,4,7,5,3,5,7,1,5,4,1,3,1,5,2,6,4,4,4,5,1,7,5,2,7,2,3,4,2,3,4,1,1,1,3,5,1,4,2
"1557","161774","B",6,3,6,2,7,1,1,1,1,1,1,1,5,7,5,7,1,6,1,6,1,1,1,1,1,1,1,1,1,5,5,4,1,4,5,7,6,7,7,7,3,7,3,1,6,1,7,7,7,1,7,6,7,6,5,5,7,5,6,4,6,1,5,5,6,1,4,1,1,1,3,1,5,6,1,6,1,1,1,5,1,2,1,3,1,1,1,5,1,1
"1560","161777","B",5,1,7,2,6,2,5,4,1,4,4,1,2,7,5,6,4,2,6,6,2,2,2,1,2,1,4,1,4,4,4,7,2,6,2,6,4,5,6,7,2,7,6,4,5,1,3,7,5,1,7,5,7,6,6,6,5,6,6,4,4,1,2,2,4,3,5,5,3,3,6,1,2,3,2,6,5,1,6,4,3,4,1,1,2,1,4,1,2,1
"1562","161779","B",3,3,5,5,6,1,6,5,2,1,1,1,5,3,2,5,3,5,3,6,3,3,1,1,1,2,3,4,2,2,5,6,4,5,3,7,2,6,5,6,7,7,2,4,5,3,6,6,7,2,4,6,7,7,7,6,6,5,7,5,3,2,3,4,6,1,5,5,5,4,1,1,5,5,2,6,4,4,3,4,3,3,1,1,1,1,4,4,1,1
"1565","161784","B",7,1,6,2,4,1,4,1,1,1,7,1,7,6,2,4,1,1,4,7,1,2,2,1,1,1,1,4,1,2,1,6,3,7,6,7,2,6,7,7,1,7,1,4,4,3,5,7,5,1,7,3,2,7,7,4,6,3,4,4,7,1,1,1,7,1,4,4,7,7,7,1,7,7,1,7,4,4,4,1,7,4,1,1,1,1,4,4,1,1
"1566","161785","B",5,1,5,1,6,2,5,2,1,1,1,1,3,6,2,5,1,1,2,5,1,1,1,1,1,1,1,2,1,1,3,7,3,5,3,5,1,5,7,7,3,7,3,3,7,2,7,7,5,2,7,2,7,3,7,6,7,2,7,7,4,1,4,6,6,4,6,5,4,4,7,1,7,4,4,7,5,1,5,3,4,7,1,5,2,1,5,7,1,1
"1574","161796","B",6,4,5,6,6,1,6,5,1,1,1,1,7,7,2,4,1,1,2,7,1,5,1,2,2,2,1,6,1,6,5,4,5,4,4,5,5,3,6,7,1,7,3,4,3,3,3,7,6,1,7,3,7,5,6,7,7,5,7,6,4,5,5,5,5,3,5,4,6,6,7,1,6,4,2,7,6,3,4,6,6,6,1,5,3,2,5,5,3,4
"1579","161801","B",3,5,6,5,6,5,5,1,1,1,3,1,6,7,2,6,2,1,3,7,1,1,1,1,2,7,1,1,1,7,3,5,1,6,1,3,2,4,7,7,2,7,2,2,3,1,4,7,5,1,7,3,7,3,6,1,7,1,7,3,3,4,5,5,7,1,5,3,3,3,7,1,7,7,1,7,4,2,7,5,3,4,1,1,1,2,4,3,1,4
